date,3304557,3301702,3303500,3305109,3303302,3304904,3300456,3303203,3302858,3304144,3302502
2020-03-06,,,,,,,,,,,
2020-03-07,,,,,,,,,,,
2020-03-08,,,,,,,,,,,
2020-03-09,,,,,,,,,,,
2020-03-10,,,,,,,,,,,
2020-03-11,,,,,,,,,,,
2020-03-12,,,,,,,,,,,
2020-03-13,,,,,,,,,,,
2020-03-14,,,,,,,,,,,
2020-03-15,,,,,,,,,,,
2020-03-16,,,,,,,,,,,
2020-03-17,,,,,,,,,,,
2020-03-18,,,,,,,,,,,
2020-03-19,,,,,,,,,,,
2020-03-20,,,,,,,,,,,
2020-03-21,,,,,,,,,,,
2020-03-22,,,,,,,,,,,
2020-03-23,,,,,,,,,,,
2020-03-24,,,,,,,,,,,
2020-03-25,,,,,,,,,,,
2020-03-26,,,,,,,,,,,
2020-03-27,,,,,,,,,,,
2020-03-28,,,,,,,,,,,
2020-03-29,,,,,,,,,,,
2020-03-30,,,,,,,,,,,
2020-03-31,,,,,,,,,,,
2020-04-01,,,,,,,,,,,
2020-04-02,0.5303387436624353,0.029235533683485304,0.2507053352123521,,0.007377402725938506,0.0004903140980006028,1.881852670617789,,,,
2020-04-03,0.5553486687503124,0.04197683449174882,0.35689102551140395,,0.007824681658218919,0.0007485593981222294,3.437210230190193,,,,
2020-04-04,0.6711457928462365,0.042875779690252296,0.38039057741392623,0.01964902081756764,0.008074869918585584,0.0009396493283768123,3.376924309985058,,,,
2020-04-05,0.6363567202085448,0.046412061915661,0.44432540405271587,0.02473375635060451,0.008502214222232414,0.0010423838558633112,3.4386274593943793,,,,
2020-04-06,0.6315918674256042,0.05531269390473945,0.48563665104977727,0.03304570063301102,0.008968846303259715,0.001078433287619255,2.781504241983881,,0.0028615654121056503,,
2020-04-07,0.6676345355635609,0.05673238024460856,0.48494087109094114,0.0338917523781891,0.008400445283866166,0.0011972935830034796,2.744096263458273,,0.003106458397558081,,
