date,3304557,3301702,3303500,3305109,3303302,3304904,3300456,3303203,3302858,3304144,3302502
2020-03-06,,,,,,,,,,,
2020-03-07,,,,,,,,,,,
2020-03-08,,,,,,,,,,,
2020-03-09,,,,,,,,,,,
2020-03-10,,,,,,,,,,,
2020-03-11,,,,,,,,,,,
2020-03-12,,,,,,,,,,,
2020-03-13,,,,,,,,,,,
2020-03-14,,,,,,,,,,,
2020-03-15,,,,,,,,,,,
2020-03-16,,,,,,,,,,,
2020-03-17,,,,,,,,,,,
2020-03-18,,,,,,,,,,,
2020-03-19,,,,,,,,,,,
2020-03-20,,,,,,,,,,,
2020-03-21,,,,,,,,,,,
2020-03-22,,,,,,,,,,,
2020-03-23,,,,,,,,,,,
2020-03-24,,,,,,,,,,,
2020-03-25,,,,,,,,,,,
2020-03-26,,,,,,,,,,,
2020-03-27,,,,,,,,,,,
2020-03-28,,,,,,,,,,,
2020-03-29,,,,,,,,,,,
2020-03-30,,,,,,,,,,,
2020-03-31,,,,,,,,,,,
2020-04-01,,,,,,,,,,,
2020-04-02,,,,,,,,,,,
2020-04-03,,,,,,,,,,,
2020-04-04,,,,,,,,,,,
2020-04-05,,,,,,,,,,,
2020-04-06,,,,,,,,,,,
2020-04-07,,,,,,,,,,,
2020-04-08,,,,,,,,,,,
2020-04-09,,,,,,,,,,,
2020-04-10,,,,,,,,,,,
2020-04-11,0.0017439500861379774,0.0007039339321206451,0.017474948096271474,0.0029129193964253105,0.0005783640368070365,0.00010148954282228002,0.001047168947284539,0.6777129128367598,0.0020652058901037417,,9.291685322894709e-05
2020-04-12,0.0018446747715937747,0.000651498949265003,0.01565074743161391,0.0026124563425567954,0.0005890124647425896,9.138577132996054e-05,0.0009545728503405744,0.6535815793586118,0.0019220158324748091,,8.945646158743775e-05
2020-04-13,0.0017069340363849708,0.00057331986553933,0.014356033215315782,0.002368693310025839,0.0005560316526821651,8.190904045095123e-05,0.0007439384762262985,0.5083383041573241,0.0015183599859156973,0.0013891236355842874,7.889282083861594e-05
