date,3304557,3301702,3303500,3305109,3303302,3304904,3300456,3303203,3302858,3304144,3302502
2020-03-06,,,,,,,,,,,
2020-03-07,,,,,,,,,,,
2020-03-08,,,,,,,,,,,
2020-03-09,,,,,,,,,,,
2020-03-10,,,,,,,,,,,
2020-03-11,,,,,,,,,,,
2020-03-12,,,,,,,,,,,
2020-03-13,,,,,,,,,,,
2020-03-14,,,,,,,,,,,
2020-03-15,,,,,,,,,,,
2020-03-16,,,,,,,,,,,
2020-03-17,,,,,,,,,,,
2020-03-18,,,,,,,,,,,
2020-03-19,,,,,,,,,,,
2020-03-20,,,,,,,,,,,
2020-03-21,,,,,,,,,,,
2020-03-22,,,,,,,,,,,
2020-03-23,,,,,,,,,,,
2020-03-24,,,,,,,,,,,
2020-03-25,,,,,,,,,,,
2020-03-26,,,,,,,,,,,
2020-03-27,,,,,,,,,,,
2020-03-28,,,,,,,,,,,
2020-03-29,,,,,,,,,,,
2020-03-30,,,,,,,,,,,
2020-03-31,,,,,,,,,,,
2020-04-01,,,,,,,,,,,
2020-04-02,,,,,,,,,,,
2020-04-03,,,,,,,,,,,
2020-04-04,,,,,,,,,,,
2020-04-05,,,,,,,,,,,
2020-04-06,,,,,,,,,,,
2020-04-07,,,,,,,,,,,
2020-04-08,,,,,,,,,,,
2020-04-09,0.001234042980050466,0.004403033241101711,0.001093621865433999,0.0003570332425416303,0.0015709705071988386,0.0004980197163459978,0.00034315276857746176,,2.4131594042420946e-05,,1.063536763572588
2020-04-10,0.001170172797052856,0.004209450834826243,0.001112828424253552,0.00033698047160606677,0.0015689870876387623,0.00046998748795363355,0.00033243993600843305,,2.4141743345283386e-05,,0.9245013503122483
2020-04-11,0.0011867171293512375,0.004248367548418988,0.0012237951510705362,0.00036071316433981094,0.0016241608915493523,0.0004901422681554104,0.0003598850295227551,0.0001453758546435828,2.652780043099387e-05,,0.8847560720621953
